"Brand","Model","Reviews","Language"
"Samsung","Samsung Galaxy S21 FE","I bought it when it was on sale with Samsung USA, I'm really pleased, because the color was the one I wanted and it feels so good. Also this version was the 5G version which makes me even happier, I know that in Mexico we still don't have a 5G network but at least being prepared for when it happens is ideal.I'm very sorry that Samsung Mexico doesn't sell it in 5G version.The question of many is whether it works with the networks of Mexico and the answer is yes, it comes unlocked from factory and to me works very well, I have a Telcel chip.","en"
"Samsung","Samsung Galaxy S21 FE","It has really been the best phone I have bought, even better than iphones, personally spend many years with iphones, but switch to android phones since Apple increases its prices.This Galaxy S20 FE, has several advantages, I have been two weeks with the phone and it works perfectly, allows me to access it from my PC answering messages and calls without connection problem between PC and phone, takes very good photos, the night mode above all works well.The desktop mode of the phone is perfect for those who work on the daily PC, facilitating us to use resources that we have on our phone from the PC.In short it is worth the phone.","en"
"Samsung","Samsung Galaxy S21 FE","The equipment is amazing! Very good quality and offers great performance, it is fluid and fast in addition to that its camera is identical to that of an S20+ only that with less zoom (which you do not use so much). It is the best way to acquire this equipment why in Mexico only sell version 4G and with exynos :( but this equipment is the best version (5G and snapdragon) and has a big price difference (I save more than 4,000 pesos unlike buying it in Mexico) The equipment comes sealed and super careful, certainly the best way to buy it.","en"
"Samsung","Samsung Galaxy S21 FE","It says navy blue but it is lilac. If it is 5G. The slot for SIM and removable memory is the same","en"
"Samsung","Samsung Galaxy S21 FE","I loved this cell phone, it has almost everything that a normal S20 would have, although they lowered a few things to keep a price somewhat cheaper, but that does not mean that it is less, since it maintains an excellent performance in its software (with the qualcomm processor) and in terms of photos/videos, have come out very good shots to me I recommend very much","en"
"Samsung","Samsung Galaxy S21 FE","I like it, the speed with which the phone arrived before the scheduled date, however I think the sound when having a call and putting the speaker is very low, previously had a S10e, and had better sound, the phone is fast, I think that if the phone is designed for samsung's FAN, it should have included audiophones, even if the price increases a little bit, it becomes very basic to me, I think I would definitely have chosen the S20 Plus, it's much better, and the difference is not much, I think it lacks a little bit in the aesthetics and accessories, it is very very basic, only phone charger.","en"
"Samsung","Samsung Galaxy S21 FE","A few months ago I bought the S20 plus with exynos and I must say that that cell phone is rubbish. The battery lasted 8 hours in normal use! And 4 hours of screen on. Then I returned it and now I bought this cell phone the S20 FE 5G with snapdragon and it is very different, the battery lasts like 20 hours of normal use and 7.5 hours of screen on (that yes, it lasts that with the 120hrz screen off) but I am satisfied with my purchase. Play PUBG and COD for two hours and it does not heat almost. Then if I recommend it, I have been like 2 months with the","en"
"Samsung","Samsung Galaxy S21 FE","The phone has good features of a high-end and does not ask much for the normal S20, the camera is very good, the battery if it lasts long the only thing that weakens a little is the screen, which although it is very good the top of the range is superior, I do not regret the purchase because the ratio quality price is very worth","en"
"Samsung","Samsung Galaxy S21 FE","It's good, so far so good. Snapdragon's version is brutal, the battery lasts me the whole day even at 120Hz. The only bad thing is that twice the display touch, it doesn't recognize my finger in certain areas of the screen, I think it's a software problem, we'll have to wait for the samsung ones to fix it.","en"
"Samsung","Samsung Galaxy S21 FE","The media could not be loaded. I have no problem with the product but it arrived just as it looks in the open photo, that's what I saw when I opened it and took a picture of it. This is terrible taste, I don't know if DHL or customs or what but I don't put all the stars by handling the shipment, the cell phone is super","en"
"Samsung","Samsung Galaxy S21 FE","I have no problem with the product but it arrived just as it looks in the open photo, that's what I saw when I opened it and I took a picture of it. This is terrible taste, I don't know if DHL or customs or what but I don't put all the stars by handling the shipment, the cell phone is super","en"
"Samsung","Samsung Galaxy S21 FE","I arrive in time and form without any topic on it, it works very well, so far no problem has been presented, I have only been with a few days so I can not give a more extensive comment","en"
"Samsung","Samsung Galaxy S21 FE","I like everything so far..but I hate that I feel it heavy and sure that's why I'll change it soon SNif","en"
"Samsung","Samsung Galaxy S21 FE","I am delighted with the quality of the cell phone and its functioning, in addition to being super economical compared to flagship, it does not ask anything from the latter for an average user. I went from a Galaxy S8 and the improvement in performance, battery and camera is remarkable, before I came home with minimum battery or sometimes it was turned off, now I arrive with 50-40%. The but that put many reviewers is the plastic back cover but with a good cover neither notes it and the color is very nice. Excellent cell so far.","en"
"Samsung","Samsung Galaxy S21 FE","I paid a good price for the cell phone, but I didn’t find a good case and I don’t mind not being able to leave it in any soperficie as I’m afraid the cameras will melt. I also thought that the processor would be better and sometimes it happened to me that the screen freezes with certain aps.","en"
"Samsung","Samsung Galaxy S21 FE","A year ago I bought it, and I'm very satisfied with the cell phone!","en"
"Samsung","Samsung Galaxy S21 FE","It is a smartphon that exceeds expectations and excellent quality price ratio.","en"
"Samsung","Samsung Galaxy S21 FE","I was very pleased with the size, I didn’t think it was bigger than my S10. In question I was pleased to work with what you promise, I was able to pass very quickly all my information from my S10 to my new S20 FE. In bad accessories, they already look like Iphon, only comes the charger no longer brings anything else. In time I arrived much earlier than expected, that’s a great detail.","en"
"Samsung","Samsung Galaxy S21 FE","If it comes with the processor, color, which specifies the publication, met my expectations, it arrived earlier than expected. Qualified and recommended seller.","en"
"Samsung","Samsung Galaxy S21 FE","Unfortunately the device that came to me is not 5G, it's just the basic version, I give it 4 stars for that, but really the device is very good","en"
"Samsung","Samsung Galaxy S21 FE","Although in the name of the product it claims to be the American version, this comes with an Exynos processor. It is not the Snapdragon 888. Very careful.","en"
"Samsung","Samsung Galaxy S21 FE","I bought it with Cyber Monday’s offer, arrived two days earlier than expected. If you’re thinking about buying this equipment you should definitely purchase it on Amazon, apart from being cheaper, it’s the American version with Qualcomm Snapdragon processor that compared to the Exynos of the international version offers more battery and better performance","en"
"Samsung","Samsung Galaxy S21 FE","I arrived sealed and if it works with chip from Mexico, in fact, in the box it says that it is unlocked by Samsung. I barely have 1 day with it and it has worked well, the shipment did not take long to arrive, it arrived in 3 days. Very safe, although it should also be bought a cover because it does not come included in the box, but out of that everything well.","en"
"Samsung","Samsung Galaxy S21 FE","Excellent equipment quality, the only drawback is that when imported it was opened in customs upon arrival in Mexico. But I fully understand that it was not the seller’s problem. Even though I arrived open with all the loose contents outside the samsung box everything arrived in good condition.","en"
"Samsung","Samsung Galaxy S21 FE","Cellular in perfect condition, only packaging not very good, but all good. Something late to receive the product, perhaps by the distances from place to place.","en"
"Samsung","Samsung Galaxy S21 FE","The cell phone came in closed box completely new, I ah run without any problem and it is original with snapdragon and 5g, although in Mexico we do not yet have line 5g is already ready to receive it, I ah run with telcel and AT&T no problem","en"
"Samsung","Samsung Galaxy S21 FE","I didn't like getting a charger where in Mexico. You don't use those contacts.","en"
"Samsung","Samsung Galaxy S21 FE","It didn't come sealed but I guess because customs opened the package, the phone if it's the right one and it works perfectly so far.","en"
"Samsung","Samsung Galaxy S21 FE","I needed it with snapdragon as it says in the pens and it comes with exynos","en"
"Samsung","Samsung Galaxy S21 FE","I arrived in good condition and weather but according to this it was the s20 fe 5g with snapdragon processor and I came with version ecxynos 4g . Put well your ads allo that sell I could not return it anymore because it was a gift . And no way to remove it from the person who has it","en"
"Samsung","Samsung Galaxy S21 FE","It took me a long time to get there, it took me time to get out of customs and I arrived without hearing aids, from there to outside excellent equipment totally new, sealed","en"
"Samsung","Samsung Galaxy S21 FE","No problems with the package, it came fully sealed and goes to perfection. Recommended for the price of the snapdragon version, it is more expensive in telcel with everything and they sell the exynos version ...","en"
"Samsung","Samsung Galaxy S21 FE","The phone I have had since January and I must say that it has not disappointed me a bit! The camera is very good and there are no faults with the cellular collectivity. 100% I recommend the phone.","en"
"Samsung","Samsung Galaxy S21 FE","It's one of the phones with the best ""cality-price"" ratio, however I had to return it, mainly because of its ghost touch problems on the screen, not everyone has this detail and in some it is more evident than in others, however in my case it was annoying that using 2 or more fingers on the phone (like writing or playing) suddenly makes unwanted touches on the screen.","en"
"Samsung","Samsung Galaxy S21 FE","The equipment is very nice, the truth is you don't feel the plastic finish, the performance is very good and the photos you take are very good, the camera has flexibility which makes you have to learn various modes of capture.","en"
"Samsung","Samsung Galaxy S21 FE","The phone arrived from USA earlier than expected. Although it did not arrive in the best packing conditions, the equipment was completely sealed. So far it has extraordinary performance, especially with snapdragon. The battery, great! has long duration and is charged quickly. 100% recommended.","en"
"Samsung","Samsung Galaxy S21 FE","It's an excellent phone, if you've used samsung brand phones before.","en"
"Samsung","Samsung Galaxy S21 FE","it doesn't reach the normal s20, but for the price it's fine","en"
"Samsung","Samsung Galaxy S21 FE","The one I asked for really came, although there are still no 5G in Mexico I bought it for the performance of Snapdragon 865 and the phone in general. I only used it one day but it feels excellent and came well protected despite having come out from the USA, recommended.","en"
"Samsung","Samsung Galaxy S21 FE","Incredible phone quality ratio prices, I decided to leave Apple to try Android and the truth the S20FE 5g left me more than satisfied","en"
"Samsung","Samsung Galaxy S21 FE","Excellent, beautiful and very fast, met my expectations, no problem with the sign in Mexico, unlocked and everything perfect, unfortunately it does not bring a cover like the version sold in Mexico, it arrived in 5 days from the USA very well packed.","en"
"Samsung","Samsung Galaxy S21 FE","Its charge is too slow, I tried with 6 realme charger but also very slow load more than 2 hours connected using the phone and it does not charge nor 80","en"
"Samsung","Samsung Galaxy S21 FE","The cell phone works very well but it came with a defect in the ignition button that came loose and over time it ended falling and I no longer have ignition button","en"
"Samsung","Samsung Galaxy S21 FE","At first I had doubt to buy it for Mx but I do not regret it, It is an excellent equipment and more for the price you pay for it. I do not regret the purchase and it works at 100%.","en"
"Samsung","Samsung Galaxy S21 FE","I tried it with att and it worked without any problem, everything is configurable to Spanish. So far everything works well. The 5g is a nice extra since we still do not have networks 5g","en"
"Samsung","Samsung Galaxy S21 FE","All excellent but came without audiophones","en"
"Samsung","Samsung Galaxy S21 FE","Excellent phone. I love it. Design, hardware and software are great. Of the best purchases I’ve ever made. Maybe the only criticism would be a little bit of cameras. But for the price they’re fine","en"
"Samsung","Samsung Galaxy S21 FE","The delivery was super fast, in 3 days I was in my house. I could get it at a super price thanks to the offers of black Friday. Highly recommended, fast and with a high quality camera!","en"
"Samsung","Samsung Galaxy S21 FE","16 months of cell phone use and one day the sim card detector stopped working, I went to a center of attention and they told me that maybe someone blocked it for a report of theft, bad and bad with my cell phone that worked well but it broke down as if it had an expiration date.","en"
"Samsung","Samsung Galaxy S21 FE","very good product, meets the expectations, of very good quality. the delivery ahead of schedule, without any blow or damage to the box, everything in order.","en"
"Samsung","Samsung Galaxy S21 FE","The phone comes in perfect condition, the box where they send it comes a little big but it has bubble protection apart I got 2 days ahead of schedule Excellent purchase","en"
"Samsung","Samsung Galaxy S21 FE","The phone works wonderfully, its design is very elegant and the quality of the photographs are excellent. I am very happy with this device.","en"
"Samsung","Samsung Galaxy S21 FE","I got super fast to Mexico, in addition to having a good price. The cell phone is excellent, what I loved most was the camera. I give it a rating of 10.","en"
"Samsung","Samsung Galaxy S21 FE","In my case I still don’t have a year with this Samsung S20 FE 5G phone and the switch on and off has already gone off for no reason. I’ve really taken care of it a lot of falls and abuse, even the original Samsung cover I bought for more protection, which indicates that the malfunction comes from factory. Even more careful when buying the version of USA because for the warranty neither Samsung Mexico (manufacturer) nor Amazon Mexico (seller) want to take responsibility. I was very disappointed by both companies, I’m not going to buy Samsung electronics again and less in Amazon Mexico.","en"
"Samsung","Samsung Galaxy S21 FE","The publication mentions that it is the 5 G that with Snapdragon as well as the reviews that mention that they have arrived, but unfortunately of me is the version and European with Movistar because of what Exinos owns, the team has come to me well only the annoyance is that they are not sincere or they hang to sell versions that are not, of the team works with the details of the Exinos processor that heats up when you use it, from there on out everything is fine apparently with the cell phone, and the purchase then a great nuisance for giving something that you did not ask, luck with their purchases and hope that they do not waste their time making the return of the product","en"
"Samsung","Samsung Galaxy S21 FE","It works perfectly with Telcel in Mexico, good high-end phone with good capabilities at an acceptable price. It arrived in less than a week.","en"
"Samsung","Samsung Galaxy S21 FE","I got the product right, well taken care of.. only that I came open the cell phone box but if it included everything, this is cable charger bucket and the cell phone, not like that hearing aids or case.","en"
"Samsung","Samsung Galaxy S21 FE","It arrived before the date which is appreciated, the device works well, it is 5G, Snapdragon processor, without flaws with telcel. I hope I have no flaws, I will update after trying it a time, until now excellent.","en"
"Samsung","Samsung Galaxy S21 FE","I loved this cell phone. It takes very nice pictures, it doesn’t get hot at all and for what I need it’s super. I’m very satisfied.","en"
"Samsung","Samsung Galaxy S21 FE","It's a great cell phone, great processor, that's all I was looking for.","en"
"Samsung","Samsung Galaxy S21 FE","I got in time and shape, heron right now. I didn't have any problems with the team.","en"
"Samsung","Samsung Galaxy S21 FE","Excellent production, only didn't bring much protection to the box, but it arrived without problem. I entered Telcel chip.","en"
"Samsung","Samsung Galaxy S21 FE","Excellent phone. I came from a Galaxy S9 and felt the difference. Great battery, super powerful performance, great camera and very good screen.","en"
"Samsung","Samsung Galaxy S21 FE","Super good product. It works with att in Mexico and goes very well. The camera is not of the best but it is quite decent and acceptable","en"
"Samsung","Samsung Galaxy S21 FE","Excellent phone, the box came open but I think it was because it's export and customs sees it.","en"
"Samsung","Samsung Galaxy S21 FE","Very disappointed, in one of the questions that they ask the seller they ask him if he is dual sim and he says yes. I needed a dual sim team and I encouraged myself to buy it. When he arrives, it turns out that if he has the two tickets to place the sim, however it is only functional one of them. When I started to investigate, it turns out that in the USA dual sim teams are forbidden and so no team coming from there will be dual sim. I need the phone for the job and I don’t have time to return it. But I’m definitely not happy with the product and I feel scammed.","en"
"Samsung","Samsung Galaxy S21 FE","A complete cellular being of high mid-end the truth goes more to high than medium. The photos are very good and the battery holds me all day.","en"
"Samsung","Samsung Galaxy S21 FE","I really liked the cell phone the pictures go super well, it was a great purchase, and I got super fast","en"
"Samsung","Samsung Galaxy S21 FE","I didn't have any problems and I arrived 2 days before the date to Cancun, everything excellent... I arrived sealed and complete...thank you","en"
"Samsung","Samsung Galaxy S21 FE","Excellent team, very fast and powerful, having 5G is a plus waiting for it to arrive in Mexico soon","en"
"Samsung","Samsung Galaxy S21 FE","Good phone in performance and price is one of the best, the 5G version is better than the one sold in Mexico by its snapdragon processor","en"
"Samsung","Samsung Galaxy S21 FE","Excellent team, came faster than expected, is the Snapdragon version at an incredible price, thanks Amazon USA","en"
"Samsung","Samsung Galaxy S21 FE","The product arrived in good condition even days before what the app told me. It works well I recommend it","en"
"Samsung","Samsung Galaxy S21 FE","No billing I have days requesting the and I have no answer Also the proximity sensor is failing when I am with a call is turned on and off even though I have it in my ear or with the barely speakers!!","en"
"Samsung","Samsung Galaxy S21 FE","I like great product, but I had to pay 2800 in taxes","en"
"Samsung","Samsung Galaxy S21 FE","He arrived early, very good cell phone, I have a week with him and I'm delighted.","en"
"Samsung","Samsung Galaxy S21 FE","The phone's getting really hot.","en"
"Samsung","Samsung Galaxy S21 FE","Excellent team, so far works 100% without any complaints","en"
"Samsung","Samsung Galaxy S21 FE","Excellent quality, perfect cost and benefit. Highly recommended","en"
"Samsung","Samsung Galaxy S21 FE","The cell phone came in a badly battered box, without security stamps obviously not new, it's not the 5G go scam, inside everything were bent the protections and others, plus they sell it as if it were the 5G to 14,000 do not buy it","en"
"Samsung","Samsung Galaxy S21 FE","Camera, battery, quality calls really good","en"
"Samsung","Samsung Galaxy S21 FE","Very good team, I arrived earlier than expected","en"
"Samsung","Samsung Galaxy S21 FE","I get auper fast and that's what I ordered completely recommended","en"
"Samsung","Samsung Galaxy S21 FE","The cell phone came in very good condition.","en"
"Samsung","Samsung Galaxy S21 FE","Good product","en"
"Samsung","Samsung Galaxy S21 FE","Very good system, good camera","en"
"Samsung","Samsung Galaxy S21 FE","The phone was purchased with the seller cell mobile group, does not correspond to the description, the phone I received only supports 4G and the processor was exynos.","en"
"Samsung","Samsung Galaxy S21 FE","The product arrived incomplete, the audiophones were missing.","en"
"Samsung","Samsung Galaxy S21 FE","EXCELLENT PRICE AND GREAT COMPREHENSIVE TELEPHONE","en"
"Samsung","Samsung Galaxy S21 FE","The best phone quality price","en"
"Samsung","Samsung Galaxy S21 FE","Very good option","en"
"Samsung","Samsung Galaxy S21 FE","It is not even 5G does not bring the processor they indicate. It says it brings the Snapdragon and actually brings the Exynos 990. I feel mocked by the seller. I want to be given what it says to buy!!!","en"
"Samsung","Samsung Galaxy S21 FE","The phone does not load with normal cablbe chargers, only unlambrically and I cannot contact anyone for warranty purposes.","en"
"Samsung","Samsung Galaxy S21 FE","Cell phone came in open and hit.","en"
"Samsung","Samsung Galaxy S21 FE","the lens of the camera was broken in a very simple way","en"
"Samsung","Samsung Galaxy S21 FE","Only the box and accessories came, the cell phone box came open and the equipment didn't come.","en"
"Samsung","Samsung Galaxy S21 Plus","I like to recommend things that work because that way you help people with my 100% recommended experience","en"
"Samsung","Samsung Galaxy S21 Plus","The screen freezes","en"
"Samsung","Samsung Galaxy S21 Plus","Mr. AmazonOn August 2nd of this year I bought a Samsung Galaxy S21+ smartphone in LA, USA, which presents faults in the QR code reader. I have made the diagnosis with Samsung Technical Support here in Lima Peru, where I reside. Samsung's opinion is that I request the warranty from you, or else that I take it to Samsung Technical Service to assess the problem and see if it is fixed.I will thank you for your comments, considering that it is a new team and everything should work.It should be specified that the team has not suffered any damage.","en"
"Samsung","Samsung Galaxy S21 Plus","I have about 2 months of use and that mobile beauty, before buying it I had planned to buy an iPhone 12 pro, but the iPhone for its features and price was very expensive, however when I bought the s21 plus was at 799, a better price compared","en"
"Samsung","Samsung Galaxy S21 Plus","I bought S21+. The 256gb black and 128gb silver. Both work excellent. I changed from Huawei P20 pro, and you notice quite the difference in speed.The camera is perfect and the battery lasts quite long.The price at the time of purchase was $799 each. Honestly worth the investment.And it comes unlocked.It works in perfect Panama.If you have an old cell phone of more than 3 or 4 years, you will notice the difference in speed.","en"
"Samsung","Samsung Galaxy S21 Plus","For the price it is better to buy the normal s21 as there is not much difference more than the size of the screen","en"
"Samsung","Samsung Galaxy S21 Plus","I was doubtful about buying the equipment because of the customs issue, but I must say that I received it without problems and it worked with the network of Mexico in my Movistar case, the vdd was a drastic change from having a galaxy s9 to this new one, which I liked the duration of the battery, very happy and I got much cheaper than buying it directly the samsung store","en"
"Samsung","Samsung Galaxy S21 Plus","It doesn't just carry the rest of the cable right.","en"
"Samsung","Samsung Galaxy S21 Plus","It works smoothly in Venezuela","en"
"Samsung","Samsung Galaxy S21 Plus","Hello it was a gift, when I got there I wrapped it and I didn't get the phone charger.","en"
"Samsung","Samsung Galaxy S21 Plus","It's nice, but the load is bad and besides it gets very hot.","en"
"Samsung","Samsung Galaxy S21 Plus","Everything perfect, everything worked very well I bought unlocked to use in Ecuador and everything is perfect so far.","en"
"Samsung","Samsung Galaxy S21 Plus","So far all well is snapdragon and it is very good in battery consumption","en"
"Samsung","Samsung Galaxy S21 Plus","The battery lasts all day, the camera goodisima, should specify that this model does not bring double sim","en"
"Samsung","Samsung Galaxy S21 Plus","It seems to me with Samsung phones are good and the photos are beautiful.","en"
"Samsung","Samsung Galaxy S21 Plus","This phone is very complete.","en"
"Samsung","Samsung Galaxy S21 Plus","I really liked the battery lasts a long time.","en"
"Samsung","Samsung Galaxy S21 Plus","Very good.","en"
"Samsung","Samsung Galaxy S21 Plus","I love it, the best is samsung.","en"
"Samsung","Samsung Galaxy S21 Plus","I bought the 256 GB American version, and I brought it to my country, Ecuador, the phone 8 days in use, was automatically restarted and what was lit was frozen the screen (it stayed on) and it got hot and I could not turn it off or manipulate it, when I could restart the phone did not re-ignition, total disappointment with the computer, had many expectations. The phone never fell or mojo.","en"
"Samsung","Samsung Galaxy S21 Plus","Open box And says it's not open","en"
"Samsung","Samsung Galaxy S21 Plus","It really cost me to get my fingerprint. I'm sorry about this inconsistent phone and the super bad signal.","en"
"Samsung","Samsung Galaxy S21 Plus","Excellent product, however like everything else, has its pro and contra. Very good audio, acceptable screen although to download it to Full HD if it is something absurd, perfect speed, as was to be expected from a Samsung cell phone, a great cell phone and more if it is worth 800usd (how to buy it) Do not include charger or hearing aids if it is something that affects, even if you already have one and the camera, I feel that it may have improved a little more.","en"
"Samsung","Samsung Galaxy S21 Plus","I can activate it in Mexico","en"
"Samsung","Samsung Galaxy S21 Plus","It's excellent.","en"
"Samsung","Samsung Galaxy S21 Plus","I bought it for a gift and he loved it!!","en"
"Samsung","Samsung Galaxy S21 Plus","Small","en"
"Samsung","Samsung Galaxy S21 Plus","The camera is good but it is not super woo!The only good thing is the night mode :)","en"
"Samsung","Samsung Galaxy S21 Plus","I had doubts if I bought it by Amazon USA, but I decided to do it for the price and for the type of processor (Snapdragon) and I was satisfied. Great phone.I had a small unexpected at the time of receiving it from parcel (UPS).When I came I saw that I was carrying the violated Amazon stamps I was not going to receive it, but the parcel company told me that in the customs office they opened it, so it was marked with red letters and they put a tape with green letters from the customs that told UPS MEXICO to replace that of Amazon that they had broken (also in the notifications of delivery of the package appeared that I had entered revision at the customs office), so, I received it and indeed only opened the box that Amazon put, the box where came the phone was intact with its warranty stamps.So, it has remained quiet and checked that the phone was intact, new and sealed.The phone to me seems to be something big, I didn't get used, but it was worth it.","en"
"Samsung","Samsung Galaxy S21 Plus","At first I had my doubts about wanting to buy an imported product because of the possibility (I have seen several cases like this) of theft or lost cell phone, although Amazon always supports all purchases.Trust in chance, I went from uncertainty to action and I do not regret it. It came in less than a month, even when it said it would take longer. Indeed, it is the version of 256 GB of storage and Snapdragon processor. The version sold from the USA. does not come with the power bank as the title says, but you will not need it, really not. Passing then to the cell phone, I do not have much to say. I come from a S10 plus and nothing strange, not even the micro SD card or the jack of headphones. The design, presence and speed of this mobile will make you overlook those details.You have to have eagle eye to notice the resolution of screen lower than your ancestors (I tried it at the side of the S10 plus).The ultra-fast charge is noticed and, for how little that I have used it until now, it seems to give battle with its more than 4 thousand milliampers of cellular.The camera will give away.","en"
"Samsung","Samsung Galaxy S21 Plus","The package arrived well sealed and the cell phone came super safe on your bubble paper, it is appreciated that that security is considered when making the shipments.Of the others no talk, it is a high-end phone, nothing is discussed, an excellent team, also emphasize that the box came sealed, no violated seal or anything like that.Very satisfied with my purchase and highly recommended!","en"
"Samsung","Samsung Galaxy S21 Plus","The article arrived fast but the box does not contain the original Samsung stamps just like the phone was with fingerprints and without the label of the serial number and imei, that makes me doubt very much if it is a new or used phone and even if it is reconditioned, for me it is something very annoying since I just had in mishap with a s20 plus that returned because I entered it water as it was reconditioned and bought this to replace the other and I am afraid that the same thing will happen with this device I need to contact Amazon and the seller to clarify if it is new and if I will not return it I will not risk again that I will miss a phone in less than a month","en"
"Samsung","Samsung Galaxy S21 Plus","I had my doubts to buy this cell phone for Amazon, I doubted that it was really the American version, since I was looking for this version with Snapdragon processor and besides that it had a very good price to be true. But the truth everything went excellent, the cell phone arrived as specifications and I could validate it without problems. Excellent cell phone, what I like most is the 120hz refresh rate.","en"
"Samsung","Samsung Galaxy S21 Plus","Everything in perfect condition, 100% functionality, I loved the 21+, the only detail is that they do not deliver the Power Bank 10,000 mah, only the S21+ cell phone arrives, they delivered it earlier than scheduled","en"
"Samsung","Samsung Galaxy S21 Plus","Sucking on the phone, I had my doubts if it would be worth it as it came from a Galaxy S9, which is brutality and still rifando, but if you have the opportunity to buy it, go ahead, you will be delighted, detail as to sound as I hear it sounded powerful, yet it sounds just like the S9, from there on out, a phone brutalityP.D. Written from my Galaxy S21 Plus","en"
"Samsung","Samsung Galaxy S21 Plus","Very good arrived in 1 week, I already completed another week of use and has perfectly surrendered the battery holding even more than a day. The screen is big but surely you can hold it and write it with one hand. It comes sealed and works perfect with the Telcel network here in Mexico. (Eye brings cable but no power adapter)","en"
"Samsung","Samsung Galaxy S21 Plus","I arrived in perfect condition, original 100%, the power bank did not come but Amazon knew how to fix that inconvenience.This equipment was Snapdragon, unlocked.I have been in use for about 15 days and so far everything perfect with the cell phone and at an excellent price comparing it with the equipment offered in Mexico.More later I will be updating this post.","en"
"Samsung","Samsung Galaxy S21 Plus","I've been on my cell phone for a month now and it's pretty fast, in fact it brings the snapdragon. The camera is amazing though if I have to say that the zoom of 30x fails, but the cell phone is cool.","en"
"Samsung","Samsung Galaxy S21 Plus","Very good phone, delivers everything you would expect from a Samsung badge, detected me the VoLTE and the 4.5G network just when placing the Telcel SIM card, the 120Hz screen is excellent, although I notice that energy consumption increases by enabling that option.","en"
"Samsung","Samsung Galaxy S21 Plus","I liked the big camera, the screen size and the price","en"
"Samsung","Samsung Galaxy S21 Plus","Excellent team worked well, arrived in good condition, faster than the estimated delivery date said, I am in Mexico and was compatible with telcel","en"
"Samsung","Samsung Galaxy S21 Plus","Excellent cell phone, your snapdragon processor is quite put on, the cell phone battery practically lasts all day","en"
"Samsung","Samsung Galaxy S21 Plus","For the price I was at, I had doubts as to whether I was reliable but now that I have the product I don't regret it at all.","en"
"Samsung","Samsung Galaxy S21 Plus","It works perfect in Mexico, a great price and I put Chip Telcel and it works great.","en"
"Samsung","Samsung Galaxy S21 Plus","Excellent product, arrived early, sealed, the only thing that is needed to the cell phone is that it can fly :v","en"
"Samsung","Samsung Galaxy S21 Plus","It came in excellent condition. It works totally well. With the Crystal sheath of spigen it looks super good.","en"
"Samsung","Samsung Galaxy S21 Plus","It's great!! I love everything you do and the ease of nanejo","en"
"Samsung","Samsung Galaxy S21 Plus","I bought the cell phone on February 2021 and for July it didn't turn on the screen, I repaired it on Samsung and now in October again it doesn't turn on the screen, if you're from MX they won't make you valid the warranty on Samsung MX and the cost of repair is 7 thousand pesos and the opinion of the damage is that some updates aren't compatible with the screen... if you're from MX or another country other than USA don't buy it, save yourself money and hassle.","en"
"Samsung","Samsung Galaxy S21 Plus","Excellent service and excellent phone.","en"
"Samsung","Samsung Galaxy S21 Plus","Quality product","en"
"Samsung","Samsung Galaxy S21 Plus","The cell phone only worked 3 months apart from this time I present failure turned off the screen and so far I realize that it is not the first time that happens since there are more comments about it.Wrong by Amazon they should have a better filter with their sellers as it has more than 2 weeks that the device was returned and I have no answer from anyone nor refund any.","en"
"Samsung","Samsung Galaxy S21 Plus","Amazing product","en"
"Samsung","Samsung Galaxy S21 Plus","I asked for support from SAMSUNG and via remote they connected to the phone and told me that it is not double sim...","en"
"Samsung","Samsung Galaxy S21 Plus","The 10/10 device, but I didn't get the powerbank, and Amazon didn't fix anything. They turned a blind eye.","en"
"Samsung","Samsung Galaxy 21 Ultra","I was satisfied with my phone but no longer receives calls, I think having paid so much failure very soon that does not allow me to retrust","en"
"Samsung","Samsung Galaxy 21 Ultra","It is ral and as I expected it charm me do not hesitate to buy it","en"
"Samsung","Samsung Galaxy 21 Ultra","Excellent, the equipment arrived before the expected time, according to the specifications, with its packaging with original stamps. I would buy back my equipment with this seller and recommend it widely.","en"
"Samsung","Samsung Galaxy 21 Ultra","The cell phone came to me earlier than planned in perfect condition, in closed box with Samsung stamps, for my needs this perfect, excellent service, I highly recommend to Karlitashop, as I also send my invoice in time and form.","en"
"Samsung","Samsung Galaxy 21 Ultra","Very bad zoom, very ugly photos!!!, a disappointment, for the price!!!","en"
"Samsung","Samsung Galaxy S22 Plus","The reliability is used and with improvements that are advertised on camera and screen. Increased refresh rate is felt. The battery would be the weak point, because although it is not bad, it does feel short for a phone at the top of the range.","en"
"Samsung","Samsung Galaxy S22 Plus","Without a doubt it is an excellent equipment, perhaps the autonomy of its battery is not the best, but its camera, processor and especially the screen has nothing to envy to other terminals.","en"
"Samsung","Samsung Galaxy S22 Plus","Very nice, premium materials, excellent night photography, suitable size, is fast, the battery doesn't last so long for the price...","en"
"Samsung","Samsung Galaxy S22 Plus","Fast shipping, product as described! I am international buyer, I am very pleased","en"
