"Model","Reviews"
"iPhone 11 Pro Max","Great"
"iPhone 11 Pro Max","I can only use this phone on speaker..One star because I could not leave it blank"
"iPhone 11 Pro Max","After 4 weeks so many ways to open phone"
"iPhone 11 Pro Max","Very good phone"
"iPhone 11 Pro Max","No era compatible para su uso en Argentina."
"iPhone 11 Pro Max","Great"
"iPhone 11 Pro Max","I Love Everything"
"iPhone 11 Pro Max","Defective phone"
"iPhone 11 Pro Max","Verrygood"
"iPhone 11 Pro Max","this phone was advertised as being unlocked and renewed and ready to go. when i got the phone and tried to accidavate it, it was locked and was told that i needed to get the owner of the phone before me to unlock it. i even went to two different stores for them that i couldent do anything till it was unlocked. sending it back."
"iPhone 11 Pro Max","Such a beautiful phone"
"iPhone 11 Pro Max","Only works during a call while on speaker phone can’t hear unless on speaker"
"iPhone 11 Pro Max","Definitivamente no me gusto el l celular lo abrí apenas hoy 3 de julio 2021 mi esposa lo recibió lamentablemente yo no esperaba que x 800 dólares me mandarían un celular con Yam pésimas condiciones batería al 89 y el celular con muchas marcas de rayones definitivamente no me lo quedaré"
"iPhone 11 Pro Max","Great phone"
"iPhone 11 Pro Max","Ok"
"iPhone 11 Pro Max","I surprised that phone came with a very bad packing i have saw ever and it came not an apple box as shows in attached photos and charger not original at all and it’s not including head phone or any other Accessories 😠, i’m feeling down specially I paid expensive price …."
"iPhone 11 Pro Max","It's good!"
"iPhone 11 Pro Max","Como nuevo"
"iPhone 11 Pro Max","My current iPhone has a battery life of 79% and I have had it for almost four years. I sent this back as soon as I got it because the battery life was 80%……. If you add $200 onto the asking price for this, you can get a brand new iPhone SE"
"iPhone 11 Pro Max","Waited for this phone to arrive in “mint” condition..opened the box to find that the faceplate had multiple scratches on it..put back in box and shipped back..waist of time."
"iPhone 11 Pro Max","Too expensive"
"iPhone 11 Pro Max","Poor I just want a refund product sent back"
"iPhone 11 Pro Max","i just received this phone today it’s been charging for 20 mins.. UPDATE the phone turned on but keeps shutting off i would have to reset it to bring the phone back! i am never buying from this company again. waste of time and money"
"iPhone 11 Pro Max","The phone was still locked and when I took to my carrier they said that the phone was still connected to another account so they said the was still locked and not unlocked, for what the seller described"
"iPhone 11 Pro Max","Really was a bit heavier than I thought."
"iPhone 11 Pro Max","The media could not be loaded."
"iPhone 11 Pro Max","The phone has no sound."
"iPhone 11 Pro Max","Smokin"
"iPhone 11 Pro Max","I love it thanks"
"iPhone 11 Pro Max","I ordered this phone, it took about a week to get here. first I came with no box and as a renew phone it was damaged a lot like scratches on the sides and scratches on the screen and this was a big mistake I’ve made and I have to return the phone and go get a new one. NOT SATISFIED I DON’T RECOMMEND THIS PHONE"
"iPhone 11 Pro Max","This phone is not compatible with Verizon , so wrong description on website. I returned the item 2 weeks ago and they received it next day but I still haven’t get my refund back. I have to do something to get my money back."
"iPhone 11 Pro Max","Well package"
"iPhone 11 Pro Max","Terrible! Took it to my carrier and they could not get it to open. So they told me it was not unlocked as they advertised. Bummer, I was a week without a phone and I had the inconvenience to send all the accessories back as well. What a hassle. False advertizing."
"iPhone 11 Pro Max","I tried to open a service and turned out that it was a stolen phone so I couldn’t open the service."
"iPhone 11 Pro Max","Me encanto"
"iPhone 11 Pro Max","The phone was great but not able to activate, as I know the seller knows that and hopes we the people don’t ask for are money back which by the way is extremely hard to navigate!!"
"iPhone 11 Pro Max","i am very upset this is ridiculous i just transferred all my info to this new phone and the the touch screen is not working i cant use this wow this is fresh out the box i thought whats going on i cant get pass the home screen and i just stared using the phone"
"iPhone 11 Pro Max","Perfect phone"
"iPhone 11 Pro Max","Called customer service to inform them about a defective device I phone 11 pro max white 512 GB DO NOT BUY . The seller shows a email that the phone was purchased from Apple. The third day I use the phone Apple call and tell me not to enter anymore personal information on this phone . The phone gave me a alert that devise was stolen. I haven’t been able to get my money back. Do not buy."
"iPhone 11 Pro Max","Excellent"
"iPhone 11 Pro Max","Love it"
"iPhone 11 Pro Max","Phone is extremely scratched front and back . I will not buy it again"
"iPhone 11 Pro Max","Front Camera Flash Doesn’t Work"
"iPhone 11 Pro Max","Golpes en los bordes del celular"
"iPhone 11 Pro Max","The iPhone 11 pro max, came in a very thin paper box, the charger was NOT apple, or even close to it. There were visible scratches that I saw as soon as I open the box. I was not sure it was even the original iPhone and not some Chinese device."
"iPhone 11 Pro Max","Very good"
"iPhone 11 Pro Max","The speakers the speaker that is in the phone it’s not working really well"
"iPhone 11 Pro Max","Amzing"
"iPhone 11 Pro Max","Excelente"
"iPhone 11 Pro Max","Perfect"
"iPhone 11 Pro Max","it did not read my sim card, I had to pay for a new iPhone full price."
"iPhone 11 Pro Max","Purchased phone and it didn’t even work properly. The WiFi antenna in the phone was malfunctioning I couldn’t set up the phone due to the WiFi not working. And the SIM card reader was broken as well. Waste of money."
"iPhone 11 Pro Max","Excellent"
"iPhone 11 Pro Max","This phone is junk not working can login to the apple id not happy that is why i should not buy a refurbished phone is junk not happy"
"iPhone 11 Pro Max","Na"
"iPhone 11 Pro Max","Wasn't working right. Had to return. Return process was fast and easy though."
"iPhone 11 Pro Max","Me agrado"
"iPhone 11 Pro Max","I bought this phone and I took it with me Overseas I didn’t check it first time when I open it I found scratches on the screen and I receive it without original charger I don’t recommend it"
"iPhone 11 Pro Max","iPhone 11 max pro would glitch causing the screen to freeze, after 3 months the phone stopped holding a charge and then completely stopped charging all together. I returned it for a refund within the 90-days and still have not received my money back."
"iPhone 11 Pro Max","Screen has many deep scratches. It ruins the experience of using a MAX iPhone. If I knew about the deep scratches, I wouldn’t have purchased it."
"iPhone 11 Pro Max","I’m very disappointed with this product I just got home and open the box and there is Glue all over the cameras and what appears to be a hairline crack on the screen visible through the screen protector. Scratches on the top and the bottom of the phone a complete waste of my time and money ."
"iPhone 11 Pro Max","It came with a screen protector on it."
"iPhone 11 Pro Max","Is not functioning at all and you sold used to me as new. Please base on the message you sent to me about settings, the phone can not switch on again their is no way I can on it and I need my refund as early as possible please. I need your help please."
"iPhone 11 Pro Max","El estado del teléfono está deplorable, está rayada la pantalla del teléfono, quiero devolverlo"
"iPhone 11 Pro Max","So I bought this brand new... but it was totally used. Scratch on the screen and the old owner left the screen protector On it"
"iPhone 11 Pro Max","No me agrado, la vida útil de la batería es 80%"
"iPhone 11 Pro Max","Dislike horrible and bad business"
"iPhone 11 Pro Max","I would at least expect for the battery to be replaced if it is refurbished, battery was at 85% that’s garbage! It doesn’t hold charge enough."
"iPhone 11 Pro Max","Phone screen actually seperated from the back!!! I only had it for 2 days and it was activated 1 day later!!!! NO FUN.........WAY TOO MUCH MONEY ON A VERY DEFECTIVE IPHONE...SAMSUNG IT IS"
"iPhone 11 Pro Max","Not cool"
"iPhone 11 Pro Max","Phone came with a noticeable damage and it is noticeable that the screen was changed before shipped. It has scratches and scuffs."
"iPhone 11 Pro Max","The screen stopped working after a while when i first got it"
"iPhone 11 Pro Max","Loved everything about it"
"iPhone 11 Pro Max","Screen has some scratches"
"iPhone 11 Pro Max","Face recognition not workingCamera not originalScratch all over"
"iPhone 11 Pro Max","Probably should’ve returned it’s phone. The only reason I kept it, it was an 11 Pro Max, 256 gig. It doesn’t look like it’s Forest green, I believe it is black. The front Faze glass is broken. The phone does function correctly, or it would’ve been returned. Pretty much dissatisfied with this purchase."
"iPhone 11 Pro Max","I was using a iPhone 6 with the home buttonThis new sleek design has no home button, you scroll from bottom to top. This works 1 out of three attempts. lve lost data, missed calls, cant get into apps or it takes me to wring appCant wait to get my iPhone 8 plus"
"iPhone 11 Pro Max","There is an outstanding balance due on this phone purchased and my provider is advising me to pay the balance or obtain another phone. This phone obviously is LOCKED and seller refuses to pay for return shipping. This is absolutely not my fault that I have to return this iphone. Seller needs to take FULL RESPONSIBILITY for his poor process in vetting or reselling iphones."
"iPhone 11 Pro Max","It had scratches on the screen"
"iPhone 11 Pro Max","The phone doesn’t not work. The phone turned off and on randomly which was weird to say the least. In addition, the charging wasn’t working with any of the 3 original iPhone charges so I had to clean the charging port in the iPhone. Even after the charging started working properly, it turned off and on randomly twice. I don’t recommend buying this product as it does not function as advertised."
"iPhone 11 Pro Max","Now returning this garbage. Seller represented it as refurbished, but Apple said it cannot be used, as cannot purchase cellphone service from anyone. SPRY's satisfaction ratings are poor at best. I would look elsewhere if you are looking for an iPhone that works. Never use these guys again. They misrepresent products in the description. Buy at your own peril."
"iPhone 11 Pro Max","Poor condition, camera scratched, battery life at 75%"
"iPhone 11 Pro Max","Producto demaciado rayado, la capacidad de la batería al 86% y en la pantalla hay una línea verde... Pésima compra, realizaré el reembolso del producto para devolverlo"
"iPhone 11 Pro Max","Great"
"iPhone 11 Pro Max","I bought the cell phone 1 and a half months ago, it didn't fall and I didn't get wet, my camera stopped getting black and i can't use the flashlight or flash"
"iPhone 11 Pro Max","the cell phone is switching off at least 3 times a day. I am very disappointed"
"iPhone 11 Pro Max","The phone does not work properly. It restarts on its own and battery capacity is at 80, I hate it. Returning item"
"iPhone 11 Pro Max","Looks used"
"iPhone 11 Pro Max","MI TELEFONO NO LO HE PUDIDO USAR, PUESTO QUE ESTA REPORTADO COMO RPOBADO Y EL IMEI ESTA BLQUEADO"
"iPhone 11 Pro Max","Sent this to my granddaughter for her birthday. When it arrived she charged it up and turned it on. Every three minutes it would go in restart mode. Tried to return it but that has been nothing but a run around."
"iPhone 11 Pro Max","Screen has been replaced and face ID does not work. these dishonest vendors do not buy"
"iPhone 11 Pro Max","My phone came with a crack in the glass with a screen protector put on top of it. And it said it was unlocked for ALL carriers, but, IT ISNT! WILL NOT BE PURCHASING FROM BUYSPRY ANYMORE!"
"iPhone 11 Pro Max","iPhone looks like new but has a battery life of 80%. Worthless the price in my opinion"
"iPhone 11 Pro Max","Without headphones, the packaging is not original, and the charger and data cable are not original. Don't like it very much 😒"
"iPhone 11 Pro Max","It’s is very slow"
"iPhone 11 Pro Max","no me agrado el hecho de que no avisen que tenia arañones en la pantalla y en la camara trasera."
"iPhone 11 Pro Max","Face recognition doesn’t work the screen goes black for a few minutes I press all the bottom and nothing happened after a few minutes the screen comes back"
"iPhone 11 Pro Max","No me me gusta fue un teléfono robado y no está bueno el artículo"
"iPhone 11 Pro Max","This product is awful, it was cool for a few hours until the screen was completely unresponsive. Honestly I’ve bought refurbished phones before by Apple but these Amazon guys seem to really be dropping the ball. This is a terrible product and honestly now I just want my money back. Will not be purchasing any phones off Amazon ever again."
"iPhone 11 Pro Max","Why the phones are not the same size the one is small and the other one is big"
"iPhone 11 Pro Max","This 3/4"" scratch should have been clearly observable upon visual inspection - given that the Apple repair cost of this scratch on this phone is $329 (approximately 1/3 of item price as listed) this is a significant shortcoming on the part of the seller. Do not recommend."
"iPhone 11 Pro Max","The battery life sucks I have to charger like 3 times a day, the camera is really bad it’s blurry I can’t take good pictures and the price was too high for a refurbished phone . I don’t recommend"
"iPhone 11 Pro Max","I did ask to return it due to a bad screen. did not get any feedback so far, it has been more than 2 business days so far!"
"iPhone 11 Pro Max","Horrible refurshed phone. Had problems with it for over 2 months and when it finally froze completely I returned it for a refund. They shorted my refund $100 because I no longer had the original box."
"iPhone 11 Pro Max","Repeatedly turned on and off. Couldn’t use the phone at all. Don’t buy it."
"iPhone 11 Pro Max","Todo estuvo perfecto, el cargador dejo de funcionar de la nada"
"iPhone 11 Pro Max","they need to batter package the phone I had a damaged box where the phone was cracked underneath"
"iPhone 11 Pro Max","Got silver 11 pro max renewed premium, came with 96% battery health and slight scratch on one edge, which is totally negligible, almost new, works perfectly fine. Highly recommended to get renewed premium not simple renewed."
"iPhone 11 Pro Max","I was disappointed, because I read on the description that Iphone can cast in water, but unfortunately my Iphone just fell in water and it automatically becomes dysfunctional. frankly I am disappointed."
"iPhone 11 Pro Max","The media could not be loaded.
 I just received my phone 11 pro max after delivery was too late and it has back camera lens top one is broken and I paid more than $800 that’s very poor service"
"iPhone 11 Pro Max"," I just received my phone 11 pro max after delivery was too late and it has back camera lens top one is broken and I paid more than $800 that’s very poor service"
"iPhone 11 Pro Max","they put a screen protector on it to hide the cracked screen"
"iPhone 11 Pro Max","Got the item in a timely manor, but while inspection I noticed that the screen had a huge zone with dead pixels. Waste of time having to wait for the phone to arrive now ship back and wait for my over 1k refund."
"iPhone 11 Pro Max","Es una basura no sirve la pantalla ni la carga dura mucho"
"iPhone 11 Pro Max","The light keeps coming on and off and killing battery every 10 minutes I won’t stay charged and you can’t write on it text"
"iPhone 11 Pro Max","es falsa la pantalla y te dice que hay error a cada momento"
"iPhone 11 Pro Max","Device is showing a sim lock error and that I need to reboot, upon rebooting the error reappears phone is not usable what a waste of time. Now I have to wait 14 days for the refund to get another phone. Will not buy again."
"iPhone 11 Pro Max","The phone was cracked and chipped and the touch screen did not work. I have been waiting weeks for my money back!!"
"iPhone 11 Pro Max","It wasn’t “renewed”. It was used with noticeable blemishes and the old screen protector still on the iPhone. Moreover, NONE of the Apple accessories that comes with the iPhone were included."
"iPhone 11 Pro Max","This iPhone camera is not even working!!!
everything else works ig."
"iPhone 11 Pro Max","Was bought fully unlocked comes in under a carrier and non usable terrible service terrible everything"
"iPhone 11 Pro Max","The phone has major clear scratches all around and has a bad battery. Would not recommend at all."
"iPhone 11 Pro Max","Horrible. Advertises as factory unlocked but IT IS CARRIER LOCKED. I cannot even use the phone because I can’t find out what carrier it’s locked to. I am so upset at the false advertising and seller won’t contact me to make it right."
"iPhone 11 Pro Max","Camera dont work"
"iPhone 11 Pro Max","I see ( 100 and 95 and 96 and 93) but 87 is very very bad for the price
Hate it"
"iPhone 11 Pro Max","Ordered an iPhone 11 Pro Max, but it was NOT unlocked as advertised. Item was returned."
"iPhone 11 Pro Max","Everything was okay! Automatically phone was dead and never switched on!!"
"iPhone 11 Pro Max","The product came damaged I was very dissatisfied and disappointed it wasn’t in an apple box didnt have an apple cord or usb plug box for 867$ it should have."
"iPhone 11 Pro Max","El celular estaba muy rayado de la pantalla!! Quiero mi devolución 😭"
"iPhone 11 Pro Max","My phone went blank for no reason"
"iPhone 11 Pro Max","Scratch on the back side."
"iPhone 11 Pro Max","It was a locked phone! It was advertised as unlocked and could be used on any provider. My Granddaughter’s heart is broken! I will be returning the locked, unusable phone ASAP!"
"iPhone 11 Pro Max","The charger didnt work. When i tried to get a new one they wouldnt give me the option."
"iPhone 11 Pro Max","bad phone fake"
"iPhone 11 Pro Max","Inserted the sim chip and turned out it’s not unlocked"
"iPhone 11 Pro Max","Many scratches on screen"
"iPhone 11 Pro Max","I received the phone and it was not unlocked as advertised. I had to pay $200 to unlock it."
"iPhone 11 Pro Max","Bt satisfied. The phone came locked to Verizon and i had ordered unlocked phone. It came 64GB in the order it was 256"
"iPhone 11 Pro Max","The phone came at 95% maximum charge compacity.now it only charges to 93%. This phones is slowing dying on me and it's only been 2 months"
"iPhone 11 Pro Max","Horrible buy, 1500 hundreds got me a scratch phone all over the front and back. What a horrible mistake and a wastes of money. The power plug and usb were dirty, used and ripped...I will never buy from this company"
"iPhone 11 Pro Max","Phone screen went dark. Apple store says phone software is bricked"
"iPhone 11 Pro Max","I bought this phone and tried to activate it, and the employee activating it notified me that this is a “brick” phone. You can not receive/send text message or call in/out. DO NOT WASTE YOUR MONEY!"
"iPhone 11 Pro Max","The phone just goes off in the middle of using it and restart on its own. I had to return it."
"iPhone 11 Pro Max","Producto usado, dañado, rayado, necesito resolver problema 😡😡😡😡😡😡😡😡😡😡😡😡"
"iPhone 11 Pro Max","PHONE WORKED FOR TWO DAYS , THEN SAID THERE WAS NO SIMS CARD. HAD NEW SIMS REPLACED WORKED FOR TWO WEEKS AND HAD THE SAME PROBLEM. IN THE PROCESS OF RETURNING."
"iPhone 11 Pro Max","Hello, I received the iphone and there is a problem with the software- Please help me!"
"iPhone 11 Pro Max","Overheating phone"
"iPhone 11 Pro Max","I took my phone to ATT and was informed that the phone was not “fully unlocked” thee was no phone number, email address on any of the packaging/ literature to contact blue sky. Very shady"
"iPhone 11 Pro Max","Can’t activate this sucks"
"iPhone 11 Pro Max","Poor quality for the money.
Bad speaker"
"iPhone 11 Pro Max","The phone will spontaneously turn off at random times."
"iPhone 11 Pro Max","No head phones"
"iPhone 11 Pro Max","Phone is defective and the seller isn’t willing to assist...."
"iPhone 11 Pro Max","This phone is just keeping restarting itself again and again like a maniac. The method of updating the system and delete apps didn't help. There must be a hardware problem. Very poor quality."
"iPhone 11 Pro Max","Worst purchase I’ve done in my life. Phone turns off and won’t turn back on and not only that but my service goes away. Overall never buying phones on amazon ever again"
"iPhone 11 Pro Max","DID NOT RECEIVE PHONE ONLY CHARGER !! BOXED ALSO SEEMED TO BE ALREADY OPEN !!"
"iPhone 11 Pro Max","Product not as listed. I ordered the green phone and got the basic dark silver. Disappointed."
"iPhone 11 Pro Max","Todo"
"iPhone 11 Pro Max","Scratch on the screen and 90% battery
I hate it"
"iPhone 11 Pro Max","FAKE PHONE FROM JAPAN.
I signed in to my other iPhone 11 Pro and no issue with my cloud account or password. This one doesn’t allow me. It’s fake a replica"
"iPhone 11 Pro Max","The ear speaker does not work. It sounds distant and robotic."
"iPhone 11 Pro Max","How or who does send an Android Charger? For an Iphone. I

I want my money back charged to my account ASAP. Will be sending back.

Annette Aviles"
"iPhone 11 Pro Max","Celular dañado que no se enciende, pésimo servicio, deseo la devolución del dinero"
"iPhone 11 Pro Max","Camera was inferior to my 3-4yr old Samsung S10"
"iPhone 11 Pro Max","This is my second time buying product from them and both time they sent me bad product not worth of money the battery is not working even two hours."
"iPhone 11 Pro Max","Broken everything scratched and beat it not worth it…"
"iPhone 11 Pro Max","Did not work properly had to send it back"
"iPhone 11 Pro Max","Excelente teléfono 📱 me encanto y su funcionamiento es excelente, me llego con batería 🔋 95% Así qué hay teléfono para un rato."
"iPhone 11 Pro Max","Phone Never turned on. Waiting on a response to return or exchange....."
"iPhone 11 Pro Max","Internal damage upon arrival would not connect to wifi of cell phone service"
"iPhone 11 Pro Max","I tried setting up the pone when it came in and Verizon Wireless service will not connect to the phone."
"iPhone 11 Pro Max","I am very unsatisfied because it is a product that was sent to me, it was damaged, beaten and now I have to wait longer to get my iPhone"
"iPhone 11 Pro Max","The screen freezes up when on a call and using apps"
"iPhone 11 Pro Max","Called carrier to activate and they said the phone is flagged as stolen. Ridiculous! This was a Christmas present to my wife"
"iPhone 11 Pro Max","went to connect my phone with my current phone company and they told me the phone was locked with sprint. Meaning that this phone is not FULLY UNLOCKED!!"
"iPhone 11 Pro Max","On my phone one of the cameras is broken it was broken when I opened it."
"iPhone 11 Pro Max","Very disappointed the phone is blocked don’t waste your time buying this phone."
"iPhone 11 Pro Max","There is a malfuntion problem"
"iPhone 11 Pro Max","This phone is not compatible with T-Mobile SIM card"
"iPhone 11 Pro Max","Uno de los dos iphone no enciende. Se queda en la manzana y no se puede reiniciar ni apagar y volver a encender.b"
"iPhone 11 Pro Max","It glitches on data connection and won't connect to most wifi"
"iPhone 11 Pro Max","They have the nerve to send a broken phone. It turns on and turns off the phone will not stay on beware of seller"
"iPhone 11 Pro Max","i recommend not to buy this product i wasted my time ordering this phone plus it's not worth the money."
"iPhone 11 Pro Max","After 5 mins during a phone call the person on other end stops hearing me. I have to
Hang up and call back"
"iPhone 11 Pro Max","Phone came with a deep scratch on the screen and now I have to pay for return shipping if I want my money back."
"iPhone 11 Pro Max","I received a phone with a hardware issue. Phone would not work. I had to return this the next day."
"iPhone 11 Pro Max","Since the phone day I received the phone the screen glitches and flickers"
"iPhone 11 Pro Max","Had scratches"
"iPhone 11 Pro Max","Item was locked to mobile! Do not trust them. Phone says unlocked in description when it is locked."
"iPhone 11 Pro Max","Read bad, don’t buy it"
"iPhone 11 Pro Max","hi i got this phone but it required a pass code. Anyone who has experienced this? What is the passcode?"
"iPhone 11 Pro Max","I think the item is new but is not it was used that the return the item
Thank you"
"iPhone 11 Pro Max","Product had a cracked screen when tried to contact the seller, seller didn’t want to fix screen."
"iPhone 11 Pro Max","Malo salió este aparato"
"iPhone 11 Pro Max","That’s look like it’s nt Apple originally
Also look like someone open it before
Also no headphones coming"
"iPhone 11 Pro Max","The media could not be loaded."
"iPhone 11 Pro Max","The media could not be loaded."
"iPhone 11 Pro Max","Phone battery is not charging while I was put charger for 2 hours. I Need refund."
"iPhone 11 Pro Max","Speakers and battery life is horrible"
"iPhone 11 Pro Max","Vine con rotura y una capacidad deteriorada de la batería"
"iPhone 11 Pro Max","Battery life expectancy was low."
"iPhone 11 Pro Max","Battery life expectancy was 88%"
"iPhone 11 Pro Max","There are scratches on the fuselage, there are falls on the corners, the packaging is not apple packaging"
"iPhone 11 Pro Max","Phone constantly loses signal, has connection issues, speaker doesn’t work well."
"iPhone 11 Pro Max","My phone not working why your doing this I send it back to your so"
"iPhone 11 Pro Max","That was comes late and it’s not working good"
"iPhone 11 Pro Max","Very scratched up. Can’t believe they would sell this as minor damage."
"iPhone 11 Pro Max","Scratches all over the phone."
"iPhone 11 Pro Max","I don't like the product, the battery comes with 88%"
"iPhone 11 Pro Max","It’s ok"
"iPhone 11 Pro Max","Do NOT waste your time or money!"
"iPhone 11 Pro Max","The phone isn’t workingGoing to get a return order today"
"iPhone 11 Pro Max","Phone doesn’t work. Apple won’t honor the warranty because it’s out of warranty"
"iPhone 11 Pro Max","No phone was not unlocked and it doesn’t work properly"
"iPhone 11 Pro Max","Arrive late and the box was open and no ear pod"
"iPhone 11 Pro Max","Es un robo 🥺no sirve"
"iPhone 11 Pro Max","Arrived today broke very upset"
"iPhone 11 Pro Max","why this phone without headphones !!!!i didn’t like the charger 👎🏻👎🏻👎🏻"
"iPhone 11 Pro Max","not iphone 11 pro max. got box that belongs to iphone 11 pro max but had old iphone inside"
"iPhone 11 Pro Max","Producto muy golpeado y rayado malisimoooo"
"iPhone 11 Pro Max","Am not satisfied with the phone and I decided to return it"
"iPhone 11 Pro Max","Phone was not unlocked I had to return to sender"
"iPhone 11 Pro Max","kinda higher price and item not same"
"iPhone 11 Pro Max","Was sent an iPhone that didn’t work"
"iPhone 11 Pro Max","The media could not be loaded."
"iPhone 11 Pro Max","Was for the wrong country and didn’t work."
"iPhone 11 Pro Max","I like everything about it"
"iPhone 11 Pro Max","Product came damage."
"iPhone 11 Pro Max","Celular usado"
"iPhone 11 Pro Max","The phone freezers a lot ."
"iPhone 11 Pro Max","I received a fake iPhone"
"iPhone 11 Pro Max","Battery no good"
"iPhone 11 Pro Max","Fake iPhone"
"iPhone 11 Pro Max","Not 5g"
"iPhone 11 Pro Max","Don’t buy"
"iPhone 11 Pro Max","Na"
"iPhone 11 Pro Max","La vida de batería esta en el 80% un poco mas de tiempo y recibiré el mensaje de que la batería tiene problemas. Y que necesita mantenimiento. Pensando devolverlo, no vale la pena."
"iPhone 11 Pro Max","Phone was stolen, unusable"
"iPhone 11 Pro Max","We purchased this as a gift and it arrived with every thing except the phone. The box for it charger and all."
"iPhone 11 Pro Max","Ok"
"iPhone 11 Pro Max","Apple also sells refurbished iPhone they got the same warranty as new phone"
"iPhone 11 Pro Max","Battery life was 89% and everything works just as described... very clean cosmetically and came with a screen protector pre-installed"
"iPhone 11 Pro Max","Received this iPhone 11 Pro Max as a gift . The phone arrived in 2 days with Amazon prime paid for a midnight green color with 256g. Phone had everything it said it would have 90% battery life and it is unlocked no scratches no cracks or anything came with a charger but no headphones. Definitely worth the money it costs phone looks brand new I added a clear case and a screen protector after purchasing this phone. I give 5 STARS works very well no problems. make sure to invest in renewed premium for a good phone"
"iPhone 11 Pro Max","The media could not be loaded.
 Muy buen dispositivo, todo en excelente condiciones"
"iPhone 11 Pro Max"," Muy buen dispositivo, todo en excelente condiciones"
"iPhone 11 Pro Max","Wonderful product iPhone 11 Pro Max - little scratches in camera - think you"
"iPhone 11 Pro Max","They did a good job of clearing it and there was a cord and cube in the box. Super buy! I have had no problem signing it on to my Verizon account and I absolutely love the phone."
"iPhone 11 Pro Max","The comments are pretty diverse if you ask me. I was scary at first but the say you “believe it, need to see it.” So I order it. It had tiny tiny glass chip on the back camera that came off, that was nice. Overall the phone works beautiful not even a month iPhone 13 pro max is here and will be trading this one for a 13pro max."
"iPhone 11 Pro Max","No damage at all"
"iPhone 11 Pro Max","N/A"
"iPhone 11 Pro Max","Best Buy ever I love it."
"iPhone 11 Pro Max","it's good"
"iPhone 11 Pro Max","At the beginning when I got the phone, every thing looks new and perfect. I was so excited. But then I started noticing the phone restarts on its own randomly during the day. I may not be doing anything at the moment. But it still restarts on its own. The frequency of restarting began to raise a concern to me. I reached out to the seller Buyspry, they asked me to restore and restart the phone but it did not help. I reached out the apple to find a solution and they said the battery was fine. There were panic logs on my phone as well. Scheduling an appointment with the Geniusbar took forever due to the pandemic. I bought another phone from the same seller but the issue is still the same. The phone also restarted even without me installing anything to it so I returned it. But now I’m stuck with a phone that restarts all the time and they say they won’t accept the return anymore. It’s frustrating. I recommend either try another seller or make sure you get additional insurance."
"iPhone 11 Pro Max","I have had an iPhone basically since they have first started making them. I like iPhones.
But the iPhone 11 is the worst phone I have had in the last 15 years. I hate this phone so much. Just get the iPhone 8 if you want a decent iPhone.
I regret that I did not do further research on this piece of junk.
Ever aspect sucks. It has issues pairing with Bluetooth devices. It has issues with syncing to files, connecting to WiFi. The finger print scanner is gone and sometimes the phone will open up quickly and other times it takes 30 seconds just to get the screen to light up, even when poking it with a finger over and over (no case or anything to prevent it from having issues here).
Trust me, I like iPhones. Never had any of these issues before. Save yourself the overpriced amount that this phone is and even more so, save the frustration that comes with it."
"iPhone 11 Pro Max","I bought the phone from apple, it was more expensive, but it came with warranty. I would recommend to upgrade if you have the money to spare, but if you have the iPhone x or newer is not worth it as you will not feel much difference."
"iPhone 11 Pro Max","the iPhone came ! It works perfectly fine I was scared to order because of the negative reviews but it came in perfect condition.
Update : couple weeks later it’s still working perfectly fine"
"iPhone 11 Pro Max","I love every thing about this phone the emojis when you face time to"
"iPhone 11 Pro Max","Best thing I ever bought."
"iPhone 11 Pro Max","Not worth 1 star. DO NOT ORDER!!!
I reture the phone since June 29. They got the package since july 1 but they dont refund the money back. I calling them everyday nothing updates. Only thing i want is the money back so i can order another phone."
"iPhone 11 Pro Max","I love it. Worth every penny and picture quality is amazing. Thank you."
"iPhone 11 Pro Max","It arrived in excellent condition"
"iPhone 11 Pro Max","The screen suddenly magnifies to a point you are not able to even turn it off for a reset. The screen freezes and will not allow any movement to clear the screen and return to the usable screen one to open another app. This requires that you try and turn the phone off to hopefully re-set itself but the screen is magnified so large that turn the turn off slide is barely visible by one of it's edges.
FRUSTRATING !"
"iPhone 11 Pro Max","I bought it brand new and the phone died after 4 months (we're talking about a phone thats worth more than a $1,000). Lost all the info and images. Took it to Apple, they ""fixed"" it and returned after several days. The fixed phone lasted only 2 months and started restarting non-stop. Will never buy an Apple product again. Read on the internet, there millions of people complaining about Apple products."
"iPhone 11 Pro Max","It is the best thing ever I need a nother one for free please."
"iPhone 11 Pro Max","Perfectly"
"iPhone 11 Pro Max","Suck"
"iPhone 11 Pro Max","Worst Amazon Experience till date with a third party seller. BuySRY is the name i think. JUST DON'T BUY THIS. You'll regret it. The item is defective and the seller will promise you resolutions after proof only to deny you everything. Horrible experience and i hope no one has to go through the same thing again. Poor communication by the seller and Amazon reps also led to more hassle. Had to get a resolution from the executive team who were very helpful."
"iPhone 11 Pro Max","Absolute garbage. These aren’t renewed, they are just old used phones. Both of my iPhones came with marked/scratches up screens. The bottom of the phones also have a void sticker."
"iPhone 11 Pro Max","Why the hell would you spend that much!"
"iPhone 11 Pro Max","It did not meet my needs"
"iPhone 11 Pro Max","Don't waste your money the phone is a hunck of junk you can't download very easily and no power supply and no manual for phone"
"iPhone 11 Pro Max","Phone arrived without a SIM tray. I cant determine if its locked or unlocked . had some wear and scratch. Will update review ."
