"Model","Reviews"
"iPhone 12 Pro","EXCELLENT PRODUCT! It didn’t come in original box but Phone looked and functioned like a BRAND NEW IPHONE!!!!"
"iPhone 12 Pro","Horrible"
"iPhone 12 Pro","Works great !"
"iPhone 12 Pro","Battery life 83%, it’s getting super hot every time I try to charge it with the charger provided with the phone. So disappointed 😔"
"iPhone 12 Pro","Good phone just as advertised no issues"
"iPhone 12 Pro","Awful. Was sent a phone that constantly restarts and half the time acts as though you have no SIM card in. Was absolutely awful for how much of a hassle it is to replace."
"iPhone 12 Pro","The media could not be loaded."
"iPhone 12 Pro","Product was shipped and delivered as expected in time for Christmas."
"iPhone 12 Pro","The opinion I have is that the device and terrible came with a screen full of scratches for the price of the device I thought I was buying a great quality phone but the iphone and terrible this is the second time I'm disappointed in the rediculo I don't recommend it to anyone"
"iPhone 12 Pro","Unfortunately, there is no mobile hotspot available on this phone. My last iPhone did have it, so I took it down to the AT&T store, and they said that it was the phone not their service."
"iPhone 12 Pro","The phone looks great except for near the charging port where there was a ton of scratches. This phone has a lot of static noise in it. The callers on the other end constantly complain that they cant hear me and its a lot of background noise and at other times, no sound. I can hear them fairly clearly but they have all sort of issues hearing me. This is my second purchase since the first one had cracks on the screen. Dont be like me, make sure that if you do purchase, thoroughly test it before sending it off to Canada as a gift! Save yourself the disappointment and expenses. Avoid these and just put the extra mone and buy from apple refurb or buy New if you can. Take my advice"
"iPhone 12 Pro","Constant display issue like in previous reviews, just turned it on and gets a little hot and has chips and scratches all around the sides, if I would have known I would have got one some where else. Very disappointed."
"iPhone 12 Pro","Very satisfied"
"iPhone 12 Pro","I opened the box and returned the next day. I did not do any test on the phone. I found two mistakes. Wrong Color and no charger"
"iPhone 12 Pro","No esperaba que la batería esté en tan bajo nivel ya que era premium."
"iPhone 12 Pro","This phone would have been perfect had it been unlocked for my use with ATT. It was in perfect condition and so flawless. I’m sick that I couldn’t keep it. Whoever has Verizon will love this particular device. Truly a beautiful phone."
"iPhone 12 Pro","The media could not be loaded."
"iPhone 12 Pro","The portrait and 0.5 doesn't work and freezes too much"
"iPhone 12 Pro","Thank you."
"iPhone 12 Pro","This was a gift for a 21st birthday. Battery was reading 86% and not 100%. Screen is said to keep shutting off every 20 seconds and technician states battery is worn out. Not happy that I paid over 700.00 for this. Technican also stated phone over a year old in use. Not pleased about how much issue there is with this apparently and now more money needs to be paid to fix it"
"iPhone 12 Pro","came in on time and in very impressive condition works great i would recommend this phone for sure!"
"iPhone 12 Pro","This is the refurbished phone I got from Digital Age USA, with brightness turned up all the way. Impossible to read. This is equivalent to the brightness turned to the lowest setting on my other iPhone. Sending it back for a refund. I wasn't sure if it was possible to troubleshoot this issue so I called Digital Age USA, but despite claiming they have a ""dedicated customer service staff available 8:30 - 6:30 CST/ 7 days"" no one picked up the phone after 2 attempts during those hours. Instead, I was greeted by a recorded message telling me to send an email via Amazon returns."
"iPhone 12 Pro","The phone doesn’t work!!!"
"iPhone 12 Pro","It’s dope it’s perfect it’s came fully unlocked I got to put my SIM card in✊🏿I’m in love with it delivered faster than it said."
"iPhone 12 Pro","iPhone 12 PRO arrived in 2 days! Device is LIKE NEW LITERALLY, It's unlocked, battery at 100%. Recommended 101%"
"iPhone 12 Pro","Had this phone less than a month and the back of it already shattered; I have a case with a screen protector and while taking off the Case, the back of the phone completely cracked WITH THE CASE STILL ON IT"
"iPhone 12 Pro","Used product to upgrade from old phone. No problems so far."
"iPhone 12 Pro","I’ve had my phone about 3 months and I love it"
"iPhone 12 Pro","Im not sure if it was accidental or it was on purpose but I ordered 2 iphones and 1 of them is still blocked im not sure why. I messaged him twice today so im not sure why I havent gotten a response or why he has unblocked the imei yet but just a problem that ive ran into. Hopefully he fixes it so I can give him the rating he deserves"
"iPhone 12 Pro","Product description said it was unlocked for AT&T but rather It was unlocked for T-mobile other than AT&T. What a headache!"
"iPhone 12 Pro","This Iphone is very good, new and battery is new too."
"iPhone 12 Pro","No está en perfecto estado mucha la inversión"
"iPhone 12 Pro","works perfectly"
"iPhone 12 Pro","Not the original product"
"iPhone 12 Pro","It’s a really good phone and I LOVE it so much!!!"
"iPhone 12 Pro","It’s in great condition, I haven’t had anything go wrong with it"
"iPhone 12 Pro","El Iphone llego con la placa interna rota. No anda la antena de Wifi ni la de Bluetooth por lo que el celular es inutil. Es CARISIMO arreglarlo. Una DECEPCIÓN. NUNCA MAS EN MI VIDA compro en esta tienda. Fui ESTAFADA!NO compren estos celulares, te lo venden bonito por fuera pero por dentro estan ROTOS."
"iPhone 12 Pro","It was like new"
"iPhone 12 Pro","it was a bad phone and they would not take it back"
"iPhone 12 Pro","Phone just stopped working few day after the 3 months return policy is over with , spent 819 dollars for a phone that is not usable, waiting to see if this seller is willing to help. I feel cheated"
"iPhone 12 Pro","Its been like this for more than an hour, amazon told me the only thing i can do is wait 48 hours for the seller to answer because is a third party... worst experience ever"
"iPhone 12 Pro","Excelente producto!! Es impecable y cumple tal cual la descripción adjuntada por amazon!!"
"iPhone 12 Pro","Muy mala experiencia el celular resultó con muchos rayones en toda la pantalla"
"iPhone 12 Pro","Love the phone but need insurance."
"iPhone 12 Pro","Works great! Love it!"
"iPhone 12 Pro","Many aesthetic defects"
"iPhone 12 Pro","I just ordered it and unboxed it. The phone has crack on the screen, dirty marks on the side and the phone is hot. So I returned the next day."
"iPhone 12 Pro","Mine came with 89% battery capacity which for a iPhone is pretty bad and the phone dies very quickly the lower the battery capacity is."
"iPhone 12 Pro","Excellent"
"iPhone 12 Pro","The phone screen has multiple scratches which clearly visible - The Battery was completely dead.very disappointed & Returned the phone for full refund ."
"iPhone 12 Pro","Didn't function as it should"
"iPhone 12 Pro","It's not unlocked"
"iPhone 12 Pro","The phone has problem with camera or screen.. i contacted the seller.. they answered to send phone back to usa . Its very hard to ship the phone to usa.. they must find sulation.."
"iPhone 12 Pro","No era el producto que indicaba el título en Amazon, ya que me confié al ver que decía IPhone 12 Pro Max pero era el 12 Pro. Pongan atención a los detalles."
"iPhone 12 Pro","This phone is no good it is getting hot, it has no service bar, i need my money back please"
"iPhone 12 Pro","2*"
"iPhone 12 Pro","The only mistake a made it was to buy this old use iPhone listed as renewal. I don’t want you to make that mistakes . I would buy a new iPhone somewhere else instead of this oldest used iPhone one listed by that sceller."
"iPhone 12 Pro","Todo golpeado y dañado el teléfono! Lo devolví"
"iPhone 12 Pro","Envié de regalo un iPhone y está fallando no me sirve"
"iPhone 12 Pro","The camera on my phone did not work"
"iPhone 12 Pro","Totalmente un fraude por el nombre es un engaño pensando que te van a dar un iPhone 12 pro max pero termina llegando el iPhone 12 pro"
"iPhone 12 Pro","Unable to start and close the phone. As the price was expensive, its quality and package were not satisfying. It was an awful experience."
"iPhone 12 Pro","ive had so many issues with this phone so i am sending it back- keeps randomly shutting off and disconnecting my internet."
"iPhone 12 Pro","Worst purchase, will have to return. Refurbished is no good. Bad battery, no face recognition. Definitely need the money back."
"iPhone 12 Pro","👍"
"iPhone 12 Pro","I received another article. It was a fraud."
"iPhone 12 Pro","So bad product and seller"
"iPhone 12 Pro","Mala apariencia del artículo"
"iPhone 12 Pro","Scam"
"iPhone 12 Pro","I use to be a great fan of amazon renewed phones yet lately it appears quality control is severely lacking. Sometimes I’ve got lucky yet about 50% of the time it’s been a real hassle activating the phone just to discover immediately or down the road something is defective. On this particular phone the camera didn’t work from the get go. I’d press the shutter button and it would click yet a photo would not be taken. Quite frustrating when the sole reason I was upgrading from an 8 plus was for the improved camera.If there is a good deal on a phone because they sell out so quickly you might want to buy 2 to insure that one of them works correctly. Personally, I am really reluctant to purchase another renewed phone because of the time involved setting up the phone only to have to spend more time taking it to a ups store to return it now that amazon doesn’t provide ups pickup wirhout paying an additional $7.99 for pickup."
"iPhone 12 Pro","Recived mine from a carrier new but coming from a 6s to a 12 is night and day! If your in the market for a decent iOS this is a great choice,my brother has the 12 mini he loves it,I even put aside my SE for this in Colbalt blue <3"
"iPhone 12 Pro","Es perfecto en todas sus funciones , no tengo quejas de el la batería tiene buen rendimiento según el uso que le demos.Es bueno !"
"iPhone 12 Pro","It looks like the seller only posted these comments.1250 for a renewed phone while a new one costs 1000 is very funny though."
"iPhone 12 Pro","I ordered my iPhone about a week ago used it for a day and a half and wouldn’t turn on even when left charging overnight. Ridiculous"
"iPhone 12 Pro","I returned the 1st one due to screen color but reordered from the same company & the 2nd one is flawless. Still waiting on my refund for 1st one but assuming there will be no issues there"
"iPhone 12 Pro","Phone was delivered a day early and appears to be in excellent condition. It seems like new and functions as it should so far. I was wanting to upgrade to a 12 Pro but those models are no longer offered directly by Apple and this turned out to be a legit alternative so far."
"iPhone 12 Pro","Had 100% battery. Thank you sir"
"iPhone 12 Pro","I usually received battery health 83-85% renewed iPhones, but this time I got 95% battery health condition and look like a new iPhone, no scratch can be sighted. Very happy with my purchase!"
"iPhone 12 Pro","I purchased the 12 pro unlocked in graphite. Because it was refurbished I was expecting some imperfections but the phone came in pristine condition! It comes with a fast charger which is great and the battery health was at 91%. Shipping was fast, phone works great, and looks brand new."
"iPhone 12 Pro","Purchased this for my son's birthday. Great phone for it's price!! He loved the color as well."
"iPhone 12 Pro","So far so good. It’s been working well & I hope it continues."
"iPhone 12 Pro","She loves the phone. Great pictures."
"iPhone 12 Pro","This is like new or is new last year model. iPhone 12 Pro 256 GB , is prefect"
"iPhone 12 Pro","Good product"
"iPhone 12 Pro","The media could not be loaded.
 Everything works good for now so nothing to dislike"
"iPhone 12 Pro"," Everything works good for now so nothing to dislike"
"iPhone 12 Pro","Great phone cam with 100% battery. Kudos to hybrid IT the seller."
"iPhone 12 Pro","The phone came in perfect conditions. Accessories was not Apple Original, but everything is working very well."
"iPhone 12 Pro","I was worried about buying a renewed phone but this works like new 10/10"
"iPhone 12 Pro","The screen just won’t turn on don’t buy this"
"iPhone 12 Pro","everythign great except battery life."
"iPhone 12 Pro","I strongly recommend"
"iPhone 12 Pro","The phone is great! I was a little worried it was going to be a scam but the phone is in great shape! Good quality! Only thing off was the chord of the charger but other than that all is good."
"iPhone 12 Pro","Lo traje a Ecuador y funciona excelente liberado para todas las operadoras, nuevo sin ninguna falla."
"iPhone 12 Pro","The battery was bad, it took longer time to charge and running out battery so fast. It didn’t happen like that with my old phone so I can tell the different."
"iPhone 12 Pro","Silver Apple iPhone 12 Pro was received a few day before original estimated delivery. Pro was in pristine condition. I would recommend this seller as being factual in describing phone and shipping item in a timely fashioned."
"iPhone 12 Pro","Perfect. I got everything what I need."
"iPhone 12 Pro","Arrived on time in really nice packaging. Phone was unlocked and in great condition, but there was a scratch on the glass (cannot see with a screen protector on). The phone came with a screen protector and the charger cord and brick *Apple take notes* . But overall this is one of the best bangs for your buck. Would recommend getting a case for the phone though."
"iPhone 12 Pro","Good product with very good customer service"
"iPhone 12 Pro","Works excellent until now"
"iPhone 12 Pro","Phone arrived and was already powered on, which was strange. Came FILTHY. Gross caked on crud around the volume on/off switch, the speakers, and battery port so you knew the previous owner had a case on it. Tried to clean it because I wasn’t sure if it was dirty or scratched but the gold edges were very scratched and chipped. Couple of scratches on the cameras. Didn’t activate phone so can’t say if this effects it yet. The price went down so I’ve ordered a second one. Whichever is least-worse I guess I’ll deal with. Will update."
"iPhone 12 Pro","Buy it"
"iPhone 12 Pro","This is my favorite iPhone the only problem is when I received it the middle camera had a crack across it. Also the sides are scratched up and the sound ports were very dirty. The biggest thing is the battery life is at a 87% capacity when I bought it and I felt a little cheated because it kinda does pretty fast as well as my xr did. I also cannot ever get Siri to work for me on this phone and never had that problem before and ft is always cutting off at random times and I can’t ever call anyone they have to call me and I answer it."
"iPhone 12 Pro","So happy with my purchase. Phone works perfectly and battery life was 97."
"iPhone 12 Pro","Came fully unlocked, super easy to set it up and the phone is awesomeness!"
"iPhone 12 Pro","Apparently it looked good. the battery was listed as having 100% life. but it only lasted 5 hours using it moderately low. I had to return it. battery life was very short"
"iPhone 12 Pro","El iPhone está en excelente estado, ninguna marca de uso, la batería tiene una vida de 93% superior a la indicada, funciona excelente, definitivamente buena compra, sus accesorios no son originales pero la publicación lo indica al momento de la compra y lo mandaron con un accesorio de regalo."
"iPhone 12 Pro","So far, the phone is working great for my wife. She is loving her phone!"
"iPhone 12 Pro","Phone is great besides you can’t hear off of it well volume is extremely low although the it’s turned up"
"iPhone 12 Pro","Very good"
"iPhone 12 Pro","i was expected a used phone but it was brand new in the iphone box seal"
"iPhone 12 Pro","The media could not be loaded."
"iPhone 12 Pro","Very bad, worthless."
"iPhone 12 Pro","everything was perfect"
"iPhone 12 Pro","Definitely worth the money in 2022. Better life is SO GOOD! And face recognition works in less than a second."
"iPhone 12 Pro","I love it (Gold) so sparkling 🤩It come with a short cable but I still love it what I ordered is what I got… fantastic"
"iPhone 12 Pro","Incomparable quality. Quality of the wrapping was exceptional. Speedy to send. Would buy from again."
"iPhone 12 Pro","Excellent conditions, so far no problems."
"iPhone 12 Pro","The iPhone comes in excellent conditions with 98% life battery and screen protector, totally recommended."
"iPhone 12 Pro","This iPhone is the Best Ever! It is very Fast and I love the screen resolution! It is so vivid! The facial recognition is very fast…you don’t have to wait for it to acknowledge you to open up like previous iPhones!"
"iPhone 12 Pro","Ease of setup and use. Thank you greatly"
"iPhone 12 Pro","I phone worked was as good as new! No visible damage and made it to my door in 2-4 days. The seller is one of the best as they helped me and answer all questions. Love the new I phone"
"iPhone 12 Pro","i love this phone , it’s the best one i’ve ever purchased"
"iPhone 12 Pro","Great purchase!, battery came with 100% of life. Camera works perfectly. I purchased the ""good quality"" but came out perfectly.Definitely saved my money"
"iPhone 12 Pro","I was so scared to buy a renewed phone thinking it will be a scam. But I was soo wrong, fast delivery, the product is like I wanted, battery came 100% no scratches or anything LIKE NEW, Iam so happy ! Thank you"
"iPhone 12 Pro","Love it all."
"iPhone 12 Pro","As Advertised"
"iPhone 12 Pro","Everything was ok for the first two months. But later my face id and display SIM card detection issues . The software corrupted and I saw hell. the best part was seller agreed to take return the product. I got to know that. with the I refurbished there is always something mysterious problem that occurs."
"iPhone 12 Pro","I ordered a I phone 12 pro the ear speakers don’t even work and I’m unable to use the phone after realizing I contacted the seller and no response"
"iPhone 12","El porcentaje de batería es aceptable, los otros aspectos cumplieron con mis expectativas"
"iPhone 12","I ordered the iPhone 12 and not a scratch on it. I checked out all the lenses, flash, speakers and everything else, but I forgot to make a phone call because I had to go to att and get a new sim since I was transferring from a 6s +. The headphone speaker was messed up as I found out like 9 days later when I could only talk on speaker during calls. Battery health was at 82% but it EASILY lasts a full day plus, even with heavy use.

I ordered a new one before I sent the first one back and there were a few scratches on the top right, but my case covers it up now. Phone had no issues besides a little dust/dirt in the speaker and mic holes, but you can use a wooden toothpicks to gently clean those out. Got everything switched over and sent the other phone back. Battery health on this one was 88%.

Overall, purchase was great - just make sure to double-check everything before the 90 days is up so you can replace it if needed. It feels better in my hand with a case and I added a glass screen protector.

CHECKLIST: Proximity sensor while on a call, open up a white board website and make sure the whole screen functions correctly by coloring every inch, ear speaker and bottom speaker, mic, connectivity to your phone service and to your wireless, silent/sound rocker on the left side halfway up, make sure all the buttons press in cleanly and make sure there, check the flash by using flashlight or taking photos and be sure to shine a light on the camera lenses to make sure there are no scratches. Front facing and the two back cameras ....

Overall great purchase."
"iPhone 12","It’s in beautiful condition and everything seems to work great so far. It’s only the first day I’ve had it, but so far I’m very happy with my purchase! I got it within a couple days after ordering too, which was a plus."
"iPhone 12","El teléfono estaba bien la verdad se miraba impecable llegó rápido .pero al mes dejaron de funcionar las cámaras y el flash así que lo devolví fue dentro de lo que cabe fácil la devolución y me renbolsaron mi dinero .pero es muy recomendable a mi parecer comprar así .la verdad muy contento es bueno tener la confianza de que no vas a perder tu dinero"
"iPhone 12","Just had bought the iPhone 12 renewed premium and this phone seems new to me. I couldn’t find any flaw it had 100% and it works just as new I’m very happy with this iPhone 12"
"iPhone 12","The “good” quality isn’t so good in my opinion. The phone has a ton of faded paint marks around the sides top and bottom of the phone. I’m not sure if every good quality iPhone is sold like this, but the quality was definitely more deteriorated than I expected. At the same time, the price mark is definitely better than a brand new one."
"iPhone 12","Day one and very happy with the condition of the phone. It is like brand new. The phone arrived a day early. Very happy so far with what I have used it for today. The seller was excellent to work with and offered to let me contact them should I have any other questions."
"iPhone 12","There was absolutely no scratches or cracks on the phone the screen and glass were perfect.
Battery life was at 91%.
It was delivered within 2 days and it came with a screen protector and charger.
Basically a new phone and I’m very satisfied."
"iPhone 12","Phone came without a scratch & 100% battery life. I'm super impressed. Love love love my new phone."
"iPhone 12","The phone is a great phone definitely an upgrade from my iPhone XR. Camera is much better and so is the processor. However, I gave it 4 stars because it stated no visible damages, scratches, Etc…noticeable but there are just a few tiny nicks on the sides that I assume are from a case that’s is not so forgiving when taking on and off. Other than that, Nothing noticeable and the battery life is at 94% which is better than I anticipated. The 5g and quickness is also an upgrade. I believe this phone is great for the money spent compared to other prices I’ve seen and I don’t think I’ll be going for the 14 anytime soon."
"iPhone 12","Great"
"iPhone 12","I’m disappointed in the battery life. I thought the battery would be new.
One reason I upgraded my phone was battery. I had a iPhone 7plus. I bought it brand new and the battery was starting to drain fast.
I haven’t tried the face recognition yet."
"iPhone 12","Good battery health at 91% minor cosmetic damage to touch screen. Fully functional and overall a good purchase"
"iPhone 12","It was in brand new condition! It even came with a 20v fast charging brick"
"iPhone 12","The phone was in very good condition. I am pleased with this purchase."
"iPhone 12","The phone had minimal scratches not so visible but nothing a case couldn’t cover."
"iPhone 12","it's easy to use and looks amazing"
"iPhone 12","El producto llego como nuevo"
"iPhone 12","Phone came in very good condition. The only thing I don’t like is that it came with 87% battery life."
"iPhone 12","Fantastic phone - like new. I have been using it for a while now and had no issues. I would recommend anyone go with this seller."
"iPhone 12","excelente estado"
"iPhone 12","The spouse needed a new iPhone to replace the old iPhone 6 SE Apple that won't even update anymore. Years ago we replaced the battery on the old one and it was getting weak again, so it was way past time.

I was glad the refurbished unit I received was exactly as described. The battery shows 88% life left, decently over the promised value. I saw minor scratches in the metal but nothing really noticeable. I ordered a case and glass screen protector and you can't even tell it's not brand new.

The size of the phone is slightly taller and wider than the old 6 SE, so it seems familiar, but the face of the screen is MUCH larger, making it more usable. It works very similarly to the old phone, except for having no physical home button. The home gestures work easily and the setup had everything PLUS updates making all the old apps work, so the spouse was quite happy.

I, too, was happy doing ""tech support,"" because Apple does all the heavy lifting. Just kick off a backup to iCloud on the old phone (in case something goes wrong). When the backup finishes, move the SIM card to the new phone and turn it on. Set the new phone next to the old one, and follow the prompts. The data comes across and much of the setup will be just as expected.

I think if you're getting an Apple phone, a recent model certified refurbished phone is a good way to save a bit of money."
"iPhone 12","iPhone 12 arrived almost fully charged so that was nice, every piece of hardware on the phone worked and passed diagnostic tests. Has a few tiny nicks around the cameras but the screen is flawless. Battery had 87% out of 100% capacity so I’ll have to replace it sooner rather than later, but isn’t a huge deal. Overall a fantastic upgrade from my iPhone SE 2020. The OLED screen is just beautiful.

Also, I ended up putting it in a LifeProof Fré, at $80 it’s a pretty penny for a case, but it offers extremely good protection without limiting access to the phone’s functions. Highly recommend both this phone and said phone case."
"iPhone 12","lo recomiendo 100%, buen estado de la bateria, conserbava su garantia aun por apple, en perfectas condiciones. lo unico esque tardo mucho en llegar. se recomienda al provvedor no enviarlo por usps"
"iPhone 12","Genius purchase here with quality care, detailed attention straightforward approach, and grand design in getting what you pay for, Comes with a year to return, comes completely acceptable as like-new, the item is fully functional and is not in anyway meant to be purchased just for money consumption. I got what I paid for and at a closer price than getting a new product, this like new product is way more acceptable. Grab yours today. Also, keep in mind the GB. Storage is essential. I know my 128 will not fail me, go higher if you are a content creator."
"iPhone 12","CP is not a dual sim phone. Very disappointed."
"iPhone 12","I gotta say I was surprised that the phone looked almost brand new, although the color around the camer were stripping off but that was no big deal because I bought camera lens protector to put around it so there was nothing to complain about. The battery health was at 85% which is very good for a good phone, everything worked fine and I am very pleased with my order. So if you’re having 2nd thoughts about buying from HYBRID IT, just buy it because this was a great buy. 😄👍"
"iPhone 12","Perfect"
"iPhone 12","Great seller with fast service. Review 48+hours of use: The device works properly well with fast battery charge, the physical condition of the device could be better, I will buy again from this seller."
"iPhone 12","I love this phone! Came with a small dent in the top right corner but it doesn’t affect the phone and it isn’t very visible. I’ve had it for about two months and still not a single problem! Although, at this point in time, I would go buy a brand new one from Apple just because you would be its first owner and you wouldn’t have to worry about any scratches or defects. If you do buy this phone, it isn’t much different from a brand new one."
"iPhone 12","The refurbished phone was in good shape and still had the glass screen protector. Power adapter and cable were generic, but who doesn't have either of those these days?"
"iPhone 12","Everything about the phone was fine aside from the earpiece speaker not working and the speakers on the bottom only work half the time. Sometimes they randomly cut to half volume even when it’s turned all the way up. Battery came at 80 something % so not bad."
"iPhone 12","Amazing"
"iPhone 12","Recibí el teléfono en perfectas condiciones ,sin un rayón, todo en orden y funcionando perfectamente"
"iPhone 12","Bought a acceptable iPhone 12 came in really good condition a little dirt in the speakers and a little scratch and at 87% battery life"
"iPhone 12","First time buying a “renewed” phone. I was happy with my iPhone 6+ but the whole world is 5G. Screen size is just an 1/8 of an inch more narrow, but it is almost an inch taller than my 6+."
"iPhone 12","External body like a new.
Battery health 89%
Camera and sound ok
Screen with no scratch"
"iPhone 12","Every works just fine, and it looks great"
"iPhone 12","Got this to give my old phone to someone else and it’s just good as buying a new one, of course the corners came scratched but with a case on you don’t even know. Got it turn on with no problems so it’s unlocked like it says."
"iPhone 12","I like the phone. I bought it because it has a Ceramic Shield glass that is 4x better against breaking if dropped.
It is a second hand phone and it has a screen protector on it. This was unknown to me.
There are 4 marks on the screen protector that bug me.
I’m hoping I can remove the protector."
"iPhone 12","Me gusto"
"iPhone 12","The phone is really good, but my only complaint is that the screen had some small but kinda noticeable scratches on the top of the screen. Everything else was perfect, even the battery was at 100%. I would definitely recommend this phone, if you don't mind a little scratches on the screen."
"iPhone 12","SIM removal tool product missing.
Phone color fade out near back camera. please checkout images.

Requesting to send good condition another phone without any damage."
"iPhone 12","Good buy, there’s a slight cosmetic damage on the top edge of the phone but it doesn’t show once the case is on, so not a dealbreaker. Battery Health was 100% and lasts long."
"iPhone 12","Phone freezes at times and glitches but overall I love the color and size of the phone"
"iPhone 12","This thing is practically new. VERY minor scratch but other than that, perfect. Definitely worth the risk to buy refurbished."
"iPhone 12","Great"
"iPhone 12","Very much like a brand new phone. Everything works and was able to get it set up in about 5 minutes. Only two or three knicks that are very small but understand for a refurbished phone. 100% happy with my order. (Haven’t had it long enough to review the battery life)"
"iPhone 12","Screen was broken. Screen was also faulty. Waste of time to buy this to have to return."
"iPhone 12","The shipment came a day earlier and able to use it within minutes of unboxing it. Facetime and everything worked"
"iPhone 12","Bought as a secondary phone for my Galaxy S22 Ultra. I bought Acceptable Condition and the only real wear I see is a few paint chips on the aluminum sides, which you can't see unless looking really close. Battery health at 88%. Also came with a preinstalled screen protector. Ended up taking that off since it messes with the facial recognition.

The packaging was quite disappointing. Just came in a USPS small priority box that was damaged, and the phone only had one layer of bubble wrap and was sliding out of it as I opened the box."
"iPhone 12","Well. It’s an iPhone 12. I got what I paid for. A few things though:

-The package did not come with a SIM card tool.
-The battery health was at 87% when I received it. Not cool.
-The phone did, however, come with a free screen protector pre-applied. It wasn’t applied evenly, but hey, at least it’s free.

Would buy again for a friend in the end."
"iPhone 12","My granddaughter loves the phone."
"iPhone 12","Todo bien con el celular esta en excelentes condiciones esteticas no tiene detalles de uso. Lo unico malo el cable con el que me vino la primera vez que lo use se rompió."
"iPhone 12","The ear speaker is filthy. Other than that the phone looks like new. Battery life is 91% which isn’t horrible."
"iPhone 12","My battery life is already 80% not good for an “excellent condition “"
"iPhone 12","Everything about this phone is good except for the screen. It’s hard to type and scroll through social media. You have to use your entire finger not just the tip. It’s really insensitive."
"iPhone 12","The phone is mostly ok. The screen has an issue (there is a small area that looks faded one the sceeen is off, noticeable when screen is on), however, biggest issue and why I gave 3 stars is because the Esim is still locked to AT&T, the previous carrier of the phone. Which means I can never have two numbers in this phone. I will contact Amazon about this and update this review based on their response."
"iPhone 12","This iphone 12 battery health was less than the 90% they say on the product description. The phone also had a very visible ding on both sides of the power button and to top it all, the return process was much worst than other product. Amazon requires UPS to pick up the item at the address where it was delivered and that cost me a day's work."
"iPhone 12","Received iPhone 12 securely packaged with a new charger and pin to remove sim card. Cosmetically the phone looks great. So far it has been functioning well too. I am hoping this one will last us, our last refurbished phone from a different reseller had issues within a year."
"iPhone 12","Genuinely yes this was a great phone saves money just like new saw absolutely nothing wrong with it"
"iPhone 12","No Frills, arrived as advertised, phone felt like someone used it for a few months before trading it in for a newer model. Lifelong android user and this was my first iPhone (GSM Carrier). I was able to put my SIM in and my phone was online and working within the hour. Had the phone for a bout a week now and the hardware feels great - I feel confident that the battery is at least at the 80% level that they say it is.

If I have to be picky, there is a minor scratch that can only be seen if the phone is held at a sharp angle to the light. There is also some scuff marks on the sides where the phone was potentially rubbing on something. Both of these extremely minor gripes vanish when I put on a screen protector and a phone case.

Final Verdict: I'm very happy I made this purchase and it was fantastic value. I got over the ""renewed"" feeling pretty quickly, but I can see how that might bother some people."
"iPhone 12","iPhone 12, decent condition. Battery life disappoints, some rashes on the edges but overall decent."
"iPhone 12","my phone is next to perfect! i found the tiniest scuff near the camera on the back of the phone, but i really had to hunt to find any imperfections at all. battery at 92% and lasts all day with constant use. speaker sounds great. phone calls are clear. very happy with my purchase."
"iPhone 12","When we first got the phone the wifi and the Bluetooth didn't work.. after several times of resetting tge network. It randomly turned on."
"iPhone 12","The phone arrived quickly and was good value for the price as I didn’t want to pay full price for a 2 year old phone. However I did order the wrong storage size therefore returned the product."
"iPhone 12","Stop getting notications and a faulty charger, does not charge properly. I caution anyone who is thinking of getting a refurbished iPhone it's best to pay for a new one. I'm sending my back. Glad these issues manifested its self before the 30 days are up."
"iPhone 12","Clearly, this isn’t the best photo of the phone. Sorry about that. What I will say is, there are absolutely no visible damages to this phone- not on the screen, any of the cameras, the sides or edges, and not on the back. The phone operates like new- and in fact, If I bought it without realizing it was renewed, I would have thought it to be brand new. I think perhaps the only thing is that the sound clarity was iffy at first, but that could have just been me because it is absolutely fine now. I wanted to wait the full 90 days before giving an honest review, but so far everything has been fine. The battery life is superb- it is 6:10 PM now and It’s battery is at 75% without charging and with a decent amount of use during today. I really am enjoying the phone so far, however if anything changes, I will probably edit this review.
In short, I do believe the purchase was worth it!"
"iPhone 12","I use my phone for pretty much everything and the battery isn’t bad it does go a bit faster if your using it all day but that’s any phone"
"iPhone 12","The I phone 12 arrived quickly but was poorly packed. It was delivered loosely in a bubble sleeve in a box in a plastic mailing envelope. The sleeve was inadequate to keep the phone from rattling around inside the box. The phone was listed as excellent, same as new, but the phone had noticeable scratches on the top area of the screen. Other than those two gripes, the phone otherwise was in excellent shape and was able to be initialized properly. After staring at the screen scratches for a few hours, I decided to return the phone, at my own expense."
"iPhone 12","It worked right away, I’m not entirely used to IPhones so I did have a bit of a learning curve to figure out how to use it. Now that it’s been nearly a month since I bought it, it works fantastic, the storage is great and I didn’t even notice any superficial damage like the product says it does. Honestly, I’d recommend if you want an IPhone but are hesitant, believe me I get you, I’m certain you can trust this."
"iPhone 12","The battery dies really fast. Last night it totally shut off and I couldn’t turn it back on. That was frustrating. But finally got it working again."
"iPhone 12","The phone functions properly I received mine with 89% battery life there is a pretty deep scratch on the screen but overall decent price for the phone"
"iPhone 12","I was hoping a better battery life since I choose the ""excellent"" condition, also I still can see scratches around the phone."
"iPhone 12","Product arrived one day early, only couple small marks in the screen but overall it's better than I expected. A+"
"iPhone 12","El celular es totalmente funcional. Las peladuras y rasguños son casi imperceptibles. Los parlantes venían un poco sucios. Por todo lo demás está muy bien."
"iPhone 12","Apple genuine parts and fast shipping, I love my new phone!"
"iPhone 12","This product was incredibly good"
